intent,sub intent,data,slots
animal_husbandry,fish_farming,what is the retail price of fish,O O O B-animal_diseases B-animal_selling_price O B-animal_type
animal_husbandry,dairy_farming,how much does a cow weigh,O O O O B-animal_type B-animal_weight
animal_husbandry,bee_keeping,are bees harmful,O B-animal_type O
animal_husbandry,sericulture,what diseases do silkworms have,O B-animal_diseases O B-animal_type O
animal_husbandry,bee_keeping,how much honey do bees give,O O B-animal_byproduct O B-animal_type B-animal_byproduct
animal_husbandry,bee_keeping,how much time do bees live for,O O B-animal_lifespan O B-animal_type O O
animal_husbandry,alligator_farming,what are baby alligators called,O O B-animal_reproduction B-animal_type O
animal_husbandry,sericulture,where can i buy silk,O O O O B-animal_byproduct
animal_husbandry,poultry_farming,what is the weight of a hen,O O O B-animal_weight O O B-animal_type
animal_husbandry,pig_farming,what are the byproducts of pigs,O O O B-animal_byproduct O B-animal_type
animal_husbandry,fish_farming,what is the lifetime of fish being farmed,O O O B-animal_lifespan O B-animal_type O O
animal_husbandry,alligator_farming,can alligator farming be adopted in india,O B-animal_type O O O O O
animal_husbandry,sericulture,is sericulture profitable,O O B-animal_selling_price
animal_husbandry,bee_keeping,what do bees give except honey,O O B-animal_type B-animal_byproduct O B-animal_byproduct
animal_husbandry,pig_farming,when is the best time to farm pigs,B-animal_type O O O B-animal_lifespan O O B-animal_type
animal_husbandry,poultry_farming,is poultry farming expensive,O O O B-animal_cost_price
animal_husbandry,bee_keeping,how do bees get nutrition,O O B-animal_type O B-animal_diet
animal_husbandry,poultry_farming,how to maintain a healthy turkey,O O O O B-animal_maintenance B-animal_type
animal_husbandry,alligator_farming,average life span of alligator,B-animal_lifespan B-animal_lifespan B-animal_lifespan O B-animal_type
animal_husbandry,pig_farming,how much is purchasing price of a pig,O O O O B-animal_selling_price O O B-animal_type
animal_husbandry,bee_keeping,where can i buy bees,O O O O B-animal_type
animal_husbandry,fish_farming,how to maintain hygiene in fish farming,O O O B-animal_maintenance O B-animal_type O
animal_husbandry,bee_keeping,what are some bee diseases,O O O B-animal_type B-animal_diseases
animal_husbandry,pig_farming,which is the lightest pig,O O O B-animal_weight B-animal_type
animal_husbandry,dairy_farming,explain dairy farming,O O O
animal_husbandry,poultry_farming,how to kill birds,O O B-animal_diseases O
animal_husbandry,pig_farming,which is the best way to pig farm,O O O O O O B-animal_type O
animal_husbandry,pig_farming,is pig farming expensive,O B-animal_type O B-animal_cost_price
animal_husbandry,sericulture,what is the weight of a silkworm,O O O B-animal_weight O O B-animal_type
animal_husbandry,sericulture,how much is the price for silkworm maintenance,O O O O B-animal_selling_price O B-animal_type O
animal_husbandry,dairy_farming,what is dairy farming,O O O O
animal_husbandry,dairy_farming,what is the lifespan of cows,O O O B-animal_lifespan O B-animal_type
animal_husbandry,sericulture,how do silkworms reproduce,O O B-animal_type B-animal_reproduction
animal_husbandry,bee_keeping,how to remove bee sting,O O O B-animal_type O
animal_husbandry,pig_farming,how often to pigs need a bath,O O O B-animal_type O O B-animal_maintenance
animal_husbandry,sheep_farming,do sheeps eat hay,O B-animal_type B-animal_diet B-animal_diet
animal_husbandry,bee_keeping,are bees good for plants,O B-animal_type O O B-animal_diet
animal_husbandry,alligator_farming,will alligator farming be sustainable in the long run,B-animal_diseases B-animal_type O O O O O O O
animal_husbandry,bee_keeping,are bees dangerous,O B-animal_type O
animal_husbandry,alligator_farming,what is the website to use for alligator farming,O O O O O O O B-animal_type O
animal_husbandry,pig_farming,where in india do you find pigs,O O O O O O B-animal_type
animal_husbandry,bee_keeping,how much honey do bees make,O O B-animal_byproduct O B-animal_type O
animal_husbandry,poultry_farming,which birds are used in poultry farming,O O O O O O O
animal_husbandry,fish_farming,what is the average weight of a fish,O O O B-animal_lifespan B-animal_weight O O B-animal_type
animal_husbandry,bee_keeping,what preservatives should we add to honey,O O O O O O B-animal_byproduct
animal_husbandry,fish_farming,what is the price of a baby fish,O O O B-animal_selling_price O O B-animal_reproduction B-animal_type
animal_husbandry,bee_keeping,is honey healthy,O B-animal_byproduct B-animal_maintenance
animal_husbandry,pig_farming,what is the diet of pigs,O O O B-animal_diet O B-animal_type
animal_husbandry,alligator_farming,is alligator farming illegal,O B-animal_type O B-animal_diseases
animal_husbandry,sericulture,what is the sericulture helpline,O O O O O
animal_husbandry,bee_keeping,can bees be harvested,O B-animal_type O O
animal_husbandry,alligator_farming,what is the difference between alligator and crocodile,O O O O O B-animal_type O O
animal_husbandry,poultry_farming,what to feed birds,O O O O
animal_husbandry,pig_farming,how do pigs get nutrition,O O B-animal_type O B-animal_diet
animal_husbandry,alligator_farming,how is alligator grooming done,O O B-animal_type B-animal_maintenance O
animal_husbandry,sericulture,is sericulture cheap,O O B-animal_cost_price
animal_husbandry,dairy_farming,how much does a buffalo cost,O O O O B-animal_type B-animal_cost_price
animal_husbandry,fish_farming,which is the heaviest fish,O O O O B-animal_type
animal_husbandry,pig_farming,what is lifetime of a pig,O O B-animal_lifespan O O B-animal_type
animal_husbandry,fish_farming,what is animal husbandry,O O O O
animal_husbandry,sericulture,how does sericulture work,O O O O
animal_husbandry,poultry_farming,can birds be fed grass,O O O O O
animal_husbandry,bee_keeping,which is the best bee for honey,O O O O B-animal_type O B-animal_byproduct
animal_husbandry,bee_keeping,is bee keeping profitable,O B-animal_type O B-animal_selling_price
animal_husbandry,sericulture,how to remove silk from silkworms,O O O B-animal_byproduct O B-animal_type
animal_husbandry,sericulture,can silkworms get infected,O B-animal_type O B-animal_diseases
animal_husbandry,pig_farming,are pigs expensive,O B-animal_type B-animal_cost_price
animal_husbandry,alligator_farming,is alligator farming a viable source of income,O B-animal_type O O O O O O
animal_husbandry,dairy_farming,what is the offspring of a cow called,O O O B-animal_reproduction O O B-animal_type O
animal_husbandry,alligator_farming,what is the difference between alligator and fish farming,O O O O O B-animal_type O B-animal_type O
animal_husbandry,sericulture,what do silkworms eat,O O B-animal_type B-animal_diet
animal_husbandry,bee_keeping,how to purchase bees,O O O B-animal_type
animal_husbandry,pig_farming,is it expensive to buy pork,O O B-animal_cost_price O O B-animal_byproduct
animal_husbandry,bee_keeping,what are bees,O O B-animal_type
animal_husbandry,alligator_farming,what are the byproducts of alligators,O O O B-animal_byproduct O B-animal_type
animal_husbandry,alligator_farming,what is the weight of a healthy alligator,O O O B-animal_weight O O B-animal_maintenance B-animal_type
animal_husbandry,sheep_farming,what is sheep farming,O O B-animal_type O
animal_husbandry,sheep_farming,how to give a sheep a bath,O O B-animal_byproduct O B-animal_type O B-animal_maintenance
animal_husbandry,alligator_farming,is farming alligators expensive,O O B-animal_type B-animal_cost_price
animal_husbandry,pig_farming,is pig farming important,O B-animal_type O O
animal_husbandry,sericulture,how much does a silkworm weigh,O O O O B-animal_type B-animal_weight
animal_husbandry,poultry_farming,how to cure bird diseases,O O O O B-animal_diseases
animal_husbandry,sericulture,how expensive is silk,O B-animal_cost_price O B-animal_byproduct
animal_husbandry,pig_farming,explain pig farming,O B-animal_type O
animal_husbandry,sericulture,what is the importance of silkworms,O O O O O B-animal_type
animal_husbandry,dairy_farming,how to give maximum yield from a cow,O O B-animal_byproduct O O O O B-animal_type
animal_husbandry,poultry_farming,what is new in poultry farming,O O O O O O
animal_husbandry,poultry_farming,where do birds live,O O O O
animal_husbandry,dairy_farming,what is the cost of a baby goat,O O O B-animal_cost_price O O B-animal_reproduction B-animal_type
animal_husbandry,dairy_farming,do cows eat fodder,O B-animal_type B-animal_diet B-animal_diet
animal_husbandry,dairy_farming,what is the price of a goat,O O O B-animal_selling_price O O B-animal_type
animal_husbandry,dairy_farming,is butter expensive,O O B-animal_cost_price
animal_husbandry,poultry_farming,is poultry inhumane,O O O
animal_husbandry,fish_farming,does fish farming have some drawbacks,O B-animal_type O O O O
animal_husbandry,pig_farming,is pig farming a type of animal husbandry,O B-animal_type O O O O O O
animal_husbandry,sericulture,is sericulture important to the environment,O O O O O O
animal_husbandry,bee_keeping,why are bees important,O O B-animal_type O
animal_husbandry,fish_farming,do fishes lay eggs,O B-animal_type O B-animal_byproduct
animal_husbandry,dairy_farming,what are the diseases affecting cows,O O O B-animal_diseases O B-animal_type
animal_husbandry,dairy_farming,is buffalo milk good for health,O B-animal_type B-animal_byproduct O O B-animal_maintenance
animal_husbandry,poultry_farming,what is poultry,O O O
animal_husbandry,sheep_farming,what is the average age of a sheep,O O O B-animal_lifespan B-animal_lifespan O O B-animal_type
animal_husbandry,fish_farming,are there any tools necessary for fish farming,O O O O O O B-animal_type O
animal_husbandry,pig_farming,which animals fall under cattle,O O O O O
animal_husbandry,pig_farming,how to maintain the health of a pig,O O O O B-animal_maintenance O O B-animal_type
animal_husbandry,bee_keeping,is bee keeping hard,O B-animal_type O O
animal_husbandry,dairy_farming,is milk adultrated in india,O B-animal_byproduct O O O
animal_husbandry,sericulture,why is sericulture important,O O O O
animal_husbandry,dairy_farming,is handmade butter tastier,O O O O
animal_husbandry,sericulture,does sericulture require special tools,O O O O O
animal_husbandry,bee_keeping,why is bee farming important,O O B-animal_type O O
animal_husbandry,pig_farming,process of cleaning a pig,O O B-animal_maintenance O B-animal_type
animal_husbandry,alligator_farming,what is the legality with alligator farming,O O O O O B-animal_type O
animal_husbandry,poultry_farming,do poultry birds fly,O O O O
animal_husbandry,bee_keeping,what is honey,O O B-animal_byproduct
animal_husbandry,bee_keeping,what is the lifespan of a bee,O O O B-animal_lifespan O O B-animal_type
animal_husbandry,poultry_farming,do birds lay eggs,O O O B-animal_byproduct
animal_husbandry,pig_farming,describe the process of pig farming,O O O O B-animal_type O
animal_husbandry,alligator_farming,what is the diet of an alligator,O O O B-animal_diet O O B-animal_type
animal_husbandry,sericulture,how easy is it to breed silkworms,O O O O O B-animal_reproduction B-animal_type
animal_husbandry,bee_keeping,how much do bees cost,O O O B-animal_type B-animal_cost_price
animal_husbandry,pig_farming,can pigs be sold at a profit,O B-animal_type O O O O B-animal_selling_price
animal_husbandry,fish_farming,does selling fish make profit,O B-animal_selling_price B-animal_type O B-animal_selling_price
animal_husbandry,poultry_farming,what birds are under poultry,O O O O O
animal_husbandry,alligator_farming,is it expensive to farm alligators,O O B-animal_cost_price O O B-animal_type
animal_husbandry,pig_farming,how expensive is it to treat sick pigs,O B-animal_cost_price O O O B-animal_diet B-animal_diseases B-animal_type
animal_husbandry,pig_farming,what is pig farming,O O B-animal_type O
animal_husbandry,sericulture,which silkworm gives the best silk,O B-animal_type B-animal_byproduct O O B-animal_byproduct
animal_husbandry,fish_farming,how much time do fish survive for,O O B-animal_lifespan O B-animal_type O O
animal_husbandry,pig_farming,are pigs heavy or light,O B-animal_type B-animal_weight O B-animal_weight
animal_husbandry,pig_farming,when is the best time for pig farming,B-animal_type O O O B-animal_lifespan O B-animal_type O
animal_husbandry,bee_keeping,how much does a bee weigh,O O O O B-animal_type B-animal_weight
animal_husbandry,sericulture,can sericulture be done in 1 hectare of land,O O O O O O O O O
animal_husbandry,dairy_farming,which is the best temperature for milk,O O O O O O B-animal_byproduct
animal_husbandry,fish_farming,is fish farming a type of animal husbandry,O B-animal_type O O O O O O
animal_husbandry,dairy_farming,what is the average weight of a goat,O O O B-animal_lifespan B-animal_weight O O B-animal_type
animal_husbandry,alligator_farming,how much is an alligator worth,O O O O B-animal_type B-animal_selling_price
animal_husbandry,alligator_farming,is alligator farming important,O B-animal_type O O
animal_husbandry,pig_farming,what diseases can pigs get,O B-animal_diseases O B-animal_type O
animal_husbandry,alligator_farming,can alligator farming be done in august,O B-animal_type O O O O O
animal_husbandry,fish_farming,what is the shelf life of farmed fish,O O O O B-animal_lifespan O O B-animal_type
animal_husbandry,fish_farming,what do fish eat,O O B-animal_type B-animal_diet
animal_husbandry,alligator_farming,explain alligator farming,O B-animal_type O
animal_husbandry,sheep_farming,what illness can a sheep suffer from,O B-animal_diseases O O B-animal_type O O
animal_husbandry,pig_farming,how much does a pig retail for,O O O O B-animal_type B-animal_diseases O
animal_husbandry,dairy_farming,is goat cheese expensive,O B-animal_type B-animal_byproduct B-animal_cost_price
animal_husbandry,sheep_farming,how much do sheeps retail for,O O O B-animal_type B-animal_diseases O
animal_husbandry,dairy_farming,what is the shelflife of milk,O O O B-animal_lifespan O B-animal_byproduct
animal_husbandry,bee_keeping,does honey have bee body parts,O B-animal_byproduct O B-animal_type O O
animal_husbandry,alligator_farming,how long can alligators live for,O O O B-animal_type O O
animal_husbandry,dairy_farming,where can i buy milk,O O O O B-animal_byproduct
animal_husbandry,bee_keeping,what is the diet of bees,O O O B-animal_diet O B-animal_type
animal_husbandry,bee_keeping,how is honey obtained,O O B-animal_byproduct O
animal_husbandry,pig_farming,what is the expected life of a pig,O O O O B-animal_lifespan O O B-animal_type
animal_husbandry,alligator_farming,where can i find information about alligators,O O O O O O B-animal_type
animal_husbandry,pig_farming,which illness can pigs be affected by,O B-animal_diseases O B-animal_type O O O
animal_husbandry,fish_farming,to what age can an average fish live,O O B-animal_lifespan O O B-animal_lifespan B-animal_type O
animal_husbandry,poultry_farming,what is the diet of a turkey,O O O B-animal_diet O O B-animal_type
animal_husbandry,poultry_farming,what is the child of a turkey called,O O O B-animal_reproduction O O B-animal_type O
animal_husbandry,bee_keeping,what are the different types of bees,O O O O O O B-animal_type
animal_husbandry,fish_farming,when is the best season for fish farming,B-animal_type O O O O O B-animal_type O
animal_husbandry,sheep_farming,what is the offspring of a sheep called,O O O B-animal_reproduction O O B-animal_type O
animal_husbandry,alligator_farming,which part of alligators can we sell,O O O B-animal_type O O B-animal_selling_price
animal_husbandry,fish_farming,what is the importance of fish farming,O O O O O B-animal_type O
animal_husbandry,alligator_farming,what do alligators eat,O O B-animal_type B-animal_diet
animal_husbandry,bee_keeping,are bees going extinct,O B-animal_type O O
animal_husbandry,alligator_farming,is alligator farming good in monsoon,O B-animal_type O O O O
animal_husbandry,sericulture,what are silkworms,O O B-animal_type
animal_husbandry,pig_farming,what is the offspring of a pig called,O O O B-animal_reproduction O O B-animal_type O
animal_husbandry,dairy_farming,how much does shipping of milk cost,O O O O O B-animal_byproduct B-animal_cost_price
animal_husbandry,sericulture,do silkworms require medicines,O B-animal_type O B-animal_maintenance
animal_husbandry,poultry_farming,which birds taste the best,O O O O O
animal_husbandry,bee_keeping,how do bees reproduce,O O B-animal_type B-animal_reproduction
animal_husbandry,dairy_farming,how to clean goats,O O B-animal_maintenance B-animal_type
animal_husbandry,sericulture,what is the life span of a silkworm,O O O B-animal_lifespan B-animal_lifespan O O B-animal_type
animal_husbandry,dairy_farming,how much milk do cows give in a year,O O B-animal_byproduct O B-animal_type B-animal_byproduct O O O
animal_husbandry,dairy_farming,what diseases to goats get,O B-animal_diseases O B-animal_type O
animal_husbandry,fish_farming,how often do fish reproduce,O O O B-animal_type B-animal_reproduction
animal_husbandry,pig_farming,what is the cost of keep a pig,O O O B-animal_cost_price O O O B-animal_type
animal_husbandry,pig_farming,how long does pork last,O O O B-animal_byproduct O
animal_husbandry,poultry_farming,what is the shelf life of bird meat,O O O O B-animal_lifespan O O B-animal_diet
animal_husbandry,poultry_farming,how does poultry farming work,O O O O O
animal_husbandry,bee_keeping,what happens if the queen bee dies,O O O O O B-animal_type O
animal_husbandry,pig_farming,is pig farming common,O B-animal_type O O
animal_husbandry,alligator_farming,where are alligator markets in india,O O B-animal_type B-animal_selling_price O O
animal_husbandry,bee_keeping,when is the best time for bee keeping,B-animal_type O O O B-animal_lifespan O B-animal_type O
animal_husbandry,fish_farming,what are the types of fish that can be farmed,O O O O O B-animal_type O O O O
animal_husbandry,poultry_farming,what is the market price of birds,O O O B-animal_selling_price B-animal_selling_price O O
animal_husbandry,sericulture,what is the value of silkworms,O O O O O B-animal_type
animal_husbandry,sheep_farming,what is the life expectancy of a sheep,O O O B-animal_lifespan O O O B-animal_type
animal_husbandry,fish_farming,animal husbandry refers to,O O O O
animal_husbandry,pig_farming,which diseases can pigs be infected by,O B-animal_diseases O B-animal_type O B-animal_diseases O
animal_husbandry,sheep_farming,do sheeps require any medications,O B-animal_type O O B-animal_maintenance
animal_husbandry,dairy_farming,is beef cow meat,O B-animal_type B-animal_type B-animal_diet
animal_husbandry,pig_farming,can animals help on a farm,O O O O O O
animal_husbandry,sericulture,where to buy silkworms,O O O B-animal_type
animal_husbandry,alligator_farming,what is the lifespan of an alligator,O O O B-animal_lifespan O O B-animal_type
animal_husbandry,sheep_farming,is sheep farming viable,O B-animal_type O O
animal_husbandry,sericulture,where is silk grown in india,O O B-animal_byproduct O O O
animal_husbandry,bee_keeping,how long does honey last,O O O B-animal_byproduct O
animal_husbandry,alligator_farming,importance of animal husbandry,O O O O
animal_husbandry,sericulture,what is the investment required for sericulture,O O O O O O O
animal_husbandry,fish_farming,are there any websites to learn about fish farming,O O O O O O O B-animal_type O
animal_husbandry,poultry_farming,how many years can turkey live for,O O O O B-animal_type O O
animal_husbandry,dairy_farming,how much does a cow cost,O O O O B-animal_type B-animal_cost_price
animal_husbandry,dairy_farming,what are cows used for,O O B-animal_type O O
animal_husbandry,fish_farming,is fish meat liked by people,O B-animal_type B-animal_diet O O O
animal_husbandry,bee_keeping,what is the life span of a bee,O O O B-animal_lifespan B-animal_lifespan O O B-animal_type
animal_husbandry,fish_farming,what equipments are required for fish farming,O O O O O B-animal_type O
animal_husbandry,sheep_farming,what is sheep farming,O O B-animal_type O
animal_husbandry,dairy_farming,what should we feed cows,O O O O B-animal_type
animal_husbandry,alligator_farming,do alligators get sick,O B-animal_type O B-animal_diseases
animal_husbandry,dairy_farming,are goats important for dairy farming,O B-animal_type O O O O
crop_information,vegetables,does january have a special vegetable,O O O O O B-crop_name
crop_information,oil_seeds,how much investment to be done to grow oil seeds,O O B-crop_cost_price O O O O B-crop_growth_time O O
crop_information,vegetables,do carrots need humid weather to grow,O B-crop_name O B-crop_humidity B-crop_weather O B-crop_growth_time
crop_information,fruits,what are the vitamins in fruits,O O O O O B-crop_name
crop_information,pulses,what are the online portals to sell pulses,O O O O O O B-crop_selling_price O
crop_information,fruits,what is the best season for apples,O O O O O O B-crop_name
crop_information,fruits,is growing oranges profitable,O B-crop_growth_time O O
crop_information,vegetables,can vegetables be grown without special tools,O B-crop_name O B-crop_growth_time O O O
crop_information,pulses,are pulses easy to digest,O O O O O
crop_information,fruits,how much investment does apple orchard need,O O B-crop_cost_price O B-crop_name O O
crop_information,pulses,what is the selling price of pulses,O O O B-crop_selling_price B-crop_name O O
crop_information,pulses,what type of weather is required for pulses,O O O B-crop_weather O B-crop_soil_type O O
crop_information,vegetables,are vegetables easy to digest,O B-crop_name O O O
crop_information,pulses,what are the vitamins in pulses,O O O O O O
crop_information,dry_fruits,does humidity affect dry fruit production,O B-crop_humidity O O B-crop_name O
crop_information,dry_fruits,when is the best time to harvest dry fruits,O O O O B-crop_growth_time O O O B-crop_name
crop_information,grains,do grains take a lot of time to grow,O B-crop_rainfall O O O O B-crop_growth_time O B-crop_growth_time
crop_information,vegetables,what is the cost price of growing vegetables,O O O B-crop_cost_price B-crop_name O B-crop_growth_time B-crop_name
crop_information,pulses,is moong a profitable dal,O O O O O
crop_information,oil_seeds,which soil is the best for sunflower farming,O B-crop_soil_type O O O O B-crop_name O
crop_information,grains,in which climate does rice grow best,O O B-crop_weather O B-crop_name B-crop_growth_time O
crop_information,vegetables,can vegetables be sold in the market,O B-crop_name O B-crop_selling_price O O O
crop_information,grains,how much is the market price of rice,O O O O O B-crop_name O B-crop_name
crop_information,oil_seeds,are growing oil seeds a viable source of income,O B-crop_growth_time O O O O O O O
crop_information,pulses,what is the best pulse to sell,O O O O O O B-crop_selling_price
crop_information,fruits,what fruits can be grown in 1 hectare of land,O B-crop_name O O B-crop_growth_time O O O O O
crop_information,dry_fruits,is cashew market doing well,O B-crop_name O O O
crop_information,pulses,is it difficult to sell pulses,O O O O B-crop_selling_price O
crop_information,grains,what is selling price of millets,O O B-crop_selling_price B-crop_name O B-crop_name
crop_information,dry_fruits,do dry fruits grow well in high temperatures,O O B-crop_name B-crop_growth_time O O O B-crop_temperature
crop_information,vegetables,what is the optimal weather for onions,O O O O B-crop_weather O B-crop_name
crop_information,oil_seeds,what is the best oil seed to sell,O O O O O O O B-crop_selling_price
crop_information,fruits,what are some winter season fruits,O O O O O B-crop_name
crop_information,oil_seeds,does almond grow on trees,O B-crop_name B-crop_growth_time O O
crop_information,pulses,are pulses healthy,O O O
crop_information,vegetables,where can i get information about vegetables,O O O O O O B-crop_name
crop_information,oil_seeds,why is growing sunflowers good for profit,O O B-crop_growth_time B-crop_name O O O
crop_information,vegetables,can babies consume vegetables,O O B-crop_selling_price B-crop_name
crop_information,pulses,where can i get information about pulses,O O O O O O O
crop_information,spices,what are the online portals to sell spices,O O O O O O B-crop_selling_price O
crop_information,dry_fruits,is it difficult to sell dry fruits,O O O O B-crop_selling_price O B-crop_name
crop_information,grains,does humidity affect millets growth,O B-crop_humidity O B-crop_name B-crop_growth_time
crop_information,fruits,what is the selling price of fruits,O O O B-crop_selling_price B-crop_name O B-crop_name
crop_information,fruits,what fruit is liked by most people,O B-crop_name O O O O O
crop_information,fruits,can bananas survive high temperatures,O B-crop_name O O B-crop_temperature
crop_information,pulses,how quickly can i sell pulses,O O O O B-crop_selling_price O
crop_information,spices,how much does it cost to start ginger production,O O O O B-crop_cost_price O O B-crop_name O
crop_information,oil_seeds,what is the shelflife of oil seeds,O O O B-crop_growth_time O O O
crop_information,spices,what is the market price of spices,O O O O B-crop_name O O
crop_information,dry_fruits,do dry fruits have a good market price,O O B-crop_name O O O O B-crop_name
crop_information,fruits,is it difficult to sell fruits,O O O O B-crop_selling_price B-crop_name
crop_information,fruits,what is the best fruit to sell,O O O O B-crop_name O B-crop_selling_price
crop_information,pulses,is growing pulses profitable,O B-crop_growth_time O O
crop_information,fruits,how many indians ear fruits,O O O O B-crop_name
crop_information,dry_fruits,does cashew require large farm area,O B-crop_name O O O O
crop_information,oil_seeds,do sunflowers need rainfall to grow,O B-crop_name O B-crop_rainfall O B-crop_growth_time
crop_information,oil_seeds,what oil seeds give the best yield to cost ratio,O O O O O O O O B-crop_cost_price O
crop_information,oil_seeds,how long does sunflower take to grow,O B-crop_growth_time O B-crop_name O O B-crop_growth_time
crop_information,grains,what is the cheapest place to buy seeds for grains,O O O B-crop_cost_price O O B-crop_cost_price O O B-crop_rainfall
crop_information,dry_fruits,what diseases can dry fruits get,O O O O B-crop_name O
crop_information,oil_seeds,which oil seeds can be grown in september,O O O O O B-crop_growth_time O O
crop_information,fruits,can fruits be grown without special tools,O B-crop_name O B-crop_growth_time O O O
crop_information,vegetables,what are the health benefits of vegetables,O O O O O O B-crop_name
crop_information,dry_fruits,do cashews grow best in summer season,O B-crop_name B-crop_growth_time O O O O
crop_information,grains,how much time is one season of rice cultivation,O O B-crop_growth_time O O O O B-crop_name O
crop_information,grains,in which soil does wheat grow best,O O B-crop_soil_type O B-crop_name B-crop_growth_time O
crop_information,oil_seeds,why are oil seeds so expensive,O O O O O B-crop_cost_price
crop_information,dry_fruits,how many indians ear dry fruits,O O O O O B-crop_name
crop_information,oil_seeds,does almond require humidity for growth,O B-crop_name O B-crop_humidity O B-crop_growth_time
crop_information,dry_fruits,what is the best dry fruit to sell,O O O O O B-crop_name O B-crop_selling_price
crop_information,fruits,are fruits healthy,O B-crop_name O
crop_information,dry_fruits,what is the selling price of dry fruits,O O O B-crop_selling_price B-crop_name O O B-crop_name
crop_information,vegetables,why are vegetables so difficult to grow,O O B-crop_name O O O B-crop_growth_time
crop_information,oil_seeds,how many indians ear oil seeds,O O O O O O
crop_information,fruits,how long do mangoes take to grow,O B-crop_growth_time O B-crop_name O O B-crop_growth_time
crop_information,oil_seeds,which oil seeds take least growing time,O O O O O B-crop_growth_time B-crop_growth_time
crop_information,pulses,what is the tastiest pulse,O O O O O
crop_information,vegetables,are vegetables healthy,O B-crop_name O
crop_information,fruits,when is the best time to harvest fruits,O O O O B-crop_growth_time O O B-crop_name
crop_information,fruits,how many bananas are produced in one crop season,O O B-crop_name O O O O O O
crop_information,pulses,is humid temperature required to grow moong,O B-crop_humidity B-crop_temperature B-crop_soil_type O B-crop_growth_time O
crop_information,pulses,how much investment to be done to grow pulses,O O B-crop_cost_price O O O O B-crop_growth_time O
crop_information,dry_fruits,what all dry fruits are grown in india,O O O B-crop_name O B-crop_growth_time O O
crop_information,grains,can grains be grown in all seasons,O B-crop_rainfall O B-crop_growth_time O O O
crop_information,spices,when is the best time to harvest spices,O O O O B-crop_growth_time O O O
crop_information,pulses,what diseases can pulses get,O O O O O
crop_information,vegetables,is the market price for potatoes high,O O O B-crop_name O B-crop_name O
crop_information,dry_fruits,is walnut easy to farm,O B-crop_name O O O
crop_information,spices,do spices need heat to grow,O O O B-crop_temperature O B-crop_growth_time
crop_information,pulses,can moong dal be grown throughout,O O O O B-crop_growth_time O
crop_information,oil_seeds,does january have a special oil seed,O O O O O O O
crop_information,fruits,what weather is best suited for apples,O B-crop_weather O O O O B-crop_name
crop_information,pulses,how much money does growing moong dal need,O O O O B-crop_growth_time O O O
crop_information,grains,where are grains grown,O O B-crop_rainfall B-crop_growth_time
crop_information,dry_fruits,which is the most expensive dry fruit,O O O O B-crop_cost_price O B-crop_name
crop_information,oil_seeds,which is the most expensive oil seed,O O O O B-crop_cost_price O O
crop_information,oil_seeds,what oil seed is liked by most people,O O O O O O O O
crop_information,spices,what is the shelflife of spices,O O O B-crop_growth_time O O
crop_information,pulses,which pulses can be grown in september,O O O O B-crop_growth_time O O
crop_information,pulses,is humid weather required for pulses cultivation,O B-crop_humidity B-crop_weather B-crop_soil_type O O O
crop_information,grains,can millets be grown in any season,O B-crop_name O B-crop_growth_time O O O
crop_information,vegetables,which state consumes most carrots,O O B-crop_selling_price O B-crop_name
crop_information,vegetables,are vegetables important to the environment,O B-crop_name O O O O
crop_information,spices,what are spices,O O O
crop_information,dry_fruits,are growing dry fruits a viable source of income,O B-crop_growth_time O B-crop_name O O O O O
crop_information,fruits,which fruits grow best in summer season,O B-crop_name B-crop_growth_time O O O O
crop_information,grains,how quickly can i sell grains,O O O O B-crop_selling_price B-crop_rainfall
crop_information,oil_seeds,what is the area required to grow oil seeds,O O O O B-crop_soil_type O B-crop_growth_time O O
crop_information,pulses,do pulses need rainfall for growth,O O O B-crop_rainfall O B-crop_growth_time
crop_information,grains,what are winter season grains,O O O O B-crop_rainfall
crop_information,oil_seeds,how long does it take for almond to sprout,O B-crop_growth_time O O O O B-crop_name O O
crop_information,grains,what are the health benefits of grains,O O O O O O B-crop_rainfall
crop_information,vegetables,which soil is best to grow vegetables,O B-crop_soil_type O O O B-crop_growth_time B-crop_name
crop_information,vegetables,do potatoes grow best in black soil,O B-crop_name B-crop_growth_time O O B-crop_soil_type B-crop_soil_type
crop_information,dry_fruits,what type of weather is required for dry fruits,O O O B-crop_weather O B-crop_soil_type O O B-crop_name
crop_information,fruits,what fruits give the best yield to cost ratio,O B-crop_name O O O O O B-crop_cost_price O
crop_information,spices,are spices cheap to grow,O O B-crop_cost_price O B-crop_growth_time
crop_information,spices,what spice is liked by most people,O O O O O O O
crop_information,fruits,which is the best market for selling fruits,O O O O O O B-crop_selling_price B-crop_name
crop_information,vegetables,what is the area required to grow vegetables,O O O O B-crop_soil_type O B-crop_growth_time B-crop_name
crop_information,vegetables,what diseases can vegetables get,O O O B-crop_name O
crop_information,grains,what is rice,O O B-crop_name
crop_information,oil_seeds,is growing oil seeds profitable,O B-crop_growth_time O O O
crop_information,fruits,what type of weather is required for fruits,O O O B-crop_weather O B-crop_soil_type O B-crop_name
crop_information,dry_fruits,can dry fruits be sold in the market,O O B-crop_name O B-crop_selling_price O O O
crop_information,grains,how much yield does a millet farm produce,O O O O O B-crop_name O O
crop_information,vegetables,can vegetables be grown in the garden,O B-crop_name O B-crop_growth_time O O O
